id,school_id,iern,batches_name,year_received,sources_fund,ecart_laptops,ecart_tablets,ecart_tv,charging_condition,remarks,created_at
4426,302670,2026-30036,Batch 2019-02 JHS/SHS,2021,DepEd (DCP),51,0,1,Functional,"External VDV Writer, Wireless Mouse, Headset, Wireless Router, Printer",2026-04-14 04:55:35.432898+00:00
4427,302670,2026-30036,DCP E-Learning 2023-Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,"Wireless router, External Hard Drive",2026-04-14 04:55:35.438557+00:00
5441,303428,2026-35564,Batch 44,2024,DepEd (DCP),46,0,1,Functional,,2026-04-15 05:20:46.203922+00:00
5608,311003,2026-29094,eLearning Cart Package,2024,DepEd (DCP),46,0,1,Functional,,2026-04-15 07:33:38.913992+00:00
4430,301472,2026-19558,BATCH 2023-01: ELEARNING CART PACKAGE,2024,DepEd (DCP),46,0,0,Functional,Router,2026-04-14 04:58:19.930374+00:00
4436,500631,2026-16703,Batch 2020,2020,DepEd (DCP),0,50,0,Functional,,2026-04-14 05:00:12.801703+00:00
4437,304004,2026-39853,batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-14 05:00:40.853482+00:00
4438,304004,2026-39853,batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-14 05:00:40.859535+00:00
4439,304004,2026-39853,batch 2019-02,2021,DepEd (DCP),51,0,1,Functional,,2026-04-14 05:00:40.865695+00:00
4421,501399,2026-39683,Batch 2,2024,DepEd (DCP),46,0,1,Functional,"It also includes 2 charging carts, 2 wireless router, and 1 External HDD",2026-04-14 04:53:35.617775+00:00
4440,301199,2026-17573,46,2022,DepEd (DCP),0,50,0,Non-Functional,,2026-04-14 05:03:18.884002+00:00
4441,301199,2026-17573,36,2021,DepEd (DCP),1,50,0,Functional,,2026-04-14 05:03:18.892683+00:00
4445,304618,2026-45482,2024,2024,DepEd (DCP),46,0,2,Functional,,2026-04-14 05:08:43.812953+00:00
4446,502367,2026-39507,e-learning Cart ,2023,DepEd (DCP),46,0,1,Functional,"2 charging storage
2 wireless routers
1 external hard drive",2026-04-14 05:09:48.059920+00:00
4447,502367,2026-39507,Batch 2023-01,2023,DepEd (DCP),46,0,1,Functional,"2 charging storage cart
2 wireless routers
1 external hard drive",2026-04-14 05:09:48.067088+00:00
5889,315102,2026-39997,Batch 2023-01E LEARNING PACKAGES ( 1 Package),2025,DepEd (DCP),46,0,1,Functional,Routers - Functional; Headphones - Functional; Mouse - Not Functional; Laptop touch pad - Not functional; Laptop batteries are almost drained. ,2026-04-16 00:17:36.351510+00:00
4449,302470,2026-29183,2024-01,2024,DepEd (DCP),46,0,1,Non-Functional,"Wireless Router, External HDD",2026-04-14 05:12:53.225846+00:00
4450,120243,2026-34540,Batch 44,2023,DepEd (DCP),0,0,5,Functional,,2026-04-14 05:12:58.588887+00:00
4452,500030,2026-23525,Batch 13,2013,DepEd (DCP),0,0,0,Non-Functional,unserviceable,2026-04-14 05:14:40.753876+00:00
4453,500030,2026-23525,Batch 33,2019,DepEd (DCP),50,0,0,Non-Functional,,2026-04-14 05:14:40.761545+00:00
4454,500030,2026-23525,Batch 2022,2022,DepEd (DCP),46,0,1,Non-Functional,,2026-04-14 05:14:40.769301+00:00
4455,500030,2026-23525,Batch 42,2022,DepEd (DCP),0,0,0,Non-Functional,,2026-04-14 05:14:40.781856+00:00
4456,342568,2026-19454,eLearning Cart Package,2024,DepEd (DCP),46,0,1,Functional,,2026-04-14 05:15:11.553204+00:00
5953,502125,2026-22652,DCP E-LEARNING 2023,2024,DepEd (DCP),46,0,1,Functional,"adapters, headset, mouse, HDD, Laptop bag, HDMI cable, HDD Kit",2026-04-16 02:13:09.645967+00:00
4458,500613,2026-08896,BATCH 2024-01,2024,DepEd (DCP),46,0,1,Functional,"COBY Headset CD 128
COBY Wireless Mouse
External Drive
PIXPRO CHARGING CART CHARGES STATION MAX",2026-04-14 05:16:13.769696+00:00
4459,302250,2026-26400,Batch 23,2024,DepEd (DCP),46,0,1,Functional,,2026-04-14 05:17:40.086950+00:00
4460,302250,2026-26400,Batch 2022,2024,DepEd (DCP),46,0,1,Functional,,2026-04-14 05:17:40.093594+00:00
6099,131276,2026-45527,Batch 44,2014,DepEd (DCP),2,0,2,Functional,,2026-04-16 06:11:30.598285+00:00
6200,300450,2026-10776,Batch 2019-03,2021,DepEd (DCP),51,0,1,Functional,"Bags, Headset, mouse, printer",2026-04-16 08:41:38.124391+00:00
6201,300450,2026-10776,Batch 2019-03,2021,DepEd (DCP),1,48,0,Functional,"bag, routers",2026-04-16 08:41:38.132751+00:00
4435,116424,2026-29041,BATCH 2024,2024,DepEd (DCP),51,0,1,Functional,,2026-04-14 04:59:53.418982+00:00
4489,304546,2026-44915,DCP LAPTOPS,2024,DepEd (DCP),46,0,1,Functional,"STORAGE CARTS, WIRELESS ROUTERS, EXTERNAL DRIVE ",2026-04-14 05:26:55.002012+00:00
4490,304546,2026-44915,batch 41,2017,DepEd (DCP),50,0,0,Functional,,2026-04-14 05:26:55.007322+00:00
4491,304546,2026-44915,batch 36,2016,DepEd (DCP),0,0,0,Functional, 46 desktops,2026-04-14 05:26:55.013534+00:00
4442,306423,2026-11259,BATCH 2019,2021,DepEd (DCP),0,50,0,Functional,The tablets are not working anymore and it is unserviceable.,2026-04-14 05:08:08.866005+00:00
4443,306423,2026-11259,BATCH 2019,2021,DepEd (DCP),0,50,0,Functional,The tablets are non working anymore and it is unserviceable.,2026-04-14 05:08:08.873864+00:00
4444,306423,2026-11259,BATCH 2023,2024,DepEd (DCP),46,0,0,Functional,The laptops are in good condition.,2026-04-14 05:08:08.880309+00:00
4451,116778,2026-28291,BATCH-2019,2020,DepEd (DCP),1,50,2,Non-Functional,,2026-04-14 05:13:30.337318+00:00
5241,319906,2026-07254,1,2022,DepEd (DCP),1,1,1,Functional,,2026-04-15 02:41:08.576587+00:00
5442,100078,2026-10456,Batch 2024-01,2024,DepEd (DCP),46,0,0,Functional,,2026-04-15 05:21:22.626148+00:00
7233,502437,2026-36825,44,2024,DepEd (DCP),46,0,6,Functional,Routers,2026-04-21 02:35:40.738437+00:00
5793,501442,2026-28973,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Headset, mouse, external drive, bag, router",2026-04-15 11:39:53.382260+00:00
5794,501442,2026-28973,Batch 2023,2024,DepEd (DCP),5,0,0,Functional,"headphones, mouse, bag",2026-04-15 11:39:53.387859+00:00
5803,303220,2026-34373,46,2024,DepEd (DCP),46,0,0,Functional,,2026-04-15 11:54:51.197892+00:00
5780,501803,2026-28850,Batch 9,2024,DepEd (DCP),46,0,1,Functional,"Charger, routers, mouse, headphone",2026-04-15 11:23:28.591565+00:00
1552,305574,2026-15961,Batch 2022,2022,DepEd (DCP),46,0,1,Functional,External Hard Drive,2026-04-10 00:46:45.472249+00:00
6003,300998,2026-15647,Batch 2024-ICTE-0104,2024,DepEd (DCP),45,0,2,Functional,,2026-04-16 03:40:44.264144+00:00
6101,310805,2026-27911,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-16 06:13:13.810557+00:00
6203,304270,2026-42222,BATCH 2022-01&Batch 2023-01,2024,DepEd (DCP),92,0,2,Functional,"ROUTER TP, storage cart, external hard drive, ",2026-04-16 08:47:29.070729+00:00
6301,300125,2026-08852,DCP,2022,Other,46,0,1,Functional,"headphones, mouse",2026-04-17 02:37:50.787015+00:00
6202,319102,2026-01862,Batch 2023-01,2025,DepEd (DCP),46,0,1,Functional,"Routers, Headphones, mouse",2026-04-16 08:46:52.708720+00:00
6494,319115,2026-01822,Batch 2024-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-17 13:49:23.450749+00:00
6102,300200,2026-08995,E-LEARNING CART PACKAGE,2022,DepEd (DCP),46,0,1,Functional,"Router-TP Link Archer AX12
STORAGE CART-TNE-LT CART 24AC
EXTERNAL HDD 5TB
",2026-04-16 06:14:00.812216+00:00
6461,131474,2026-02435,Batch 44,2024,DepEd (DCP),46,0,1,Functional,,2026-04-17 10:10:58.488956+00:00
6465,303144,2026-33142,Batch 2022-01: ELEARNING CART PACKAGE,2024,DepEd (DCP),46,0,1,Functional,"1pc 64GB USB flash drive(recovery drive)
2 units TP Link ArcherAX12 Wireless Router
1 unit Rugged Mini 5TB Ext. HDD",2026-04-17 10:36:44.681925+00:00
6522,301590,2026-04771,41,2024,DepEd (DCP),40,10,1,Functional,,2026-04-18 01:22:12.077270+00:00
6583,106187,2026-15075,4.0,2024,LGU / SEF,33,33,1,Functional,,2026-04-18 22:28:38.089848+00:00
6640,502059,2026-18266,e-Learning Cart Batch 2022 ,2024,DepEd (DCP),46,0,1,Functional,10 laptops are unserviceable,2026-04-19 12:28:35.422927+00:00
6641,502059,2026-18266,Batch 22 Package 4,2024,DepEd (DCP),5,0,5,Functional,,2026-04-19 12:28:35.429518+00:00
6690,300498,2026-11678,DCP 2021,2021,DepEd (DCP),46,0,2,Non-Functional,Headphones,2026-04-20 01:19:40.259435+00:00
7352,312905,2026-34469,Batch 43,2019,DepEd (DCP),1,0,0,Functional,,2026-04-21 09:08:33.774081+00:00
6840,233501,2026-33507,DCP Batch ,2018,DepEd (DCP),1,50,1,Functional,50 Headsets,2026-04-20 03:54:26.179931+00:00
6893,308003,2026-18992,Batch 2023,2023,DepEd (DCP),46,0,1,Functional,,2026-04-20 04:59:05.120870+00:00
6894,308017,2026-18363,Batch 2023-01,2023,DepEd (DCP),46,0,1,Functional,,2026-04-20 04:59:25.654147+00:00
6828,302292,2026-26852,BATCH 2023-01-E-LEARNING CART PACKAGE,2024,DepEd (DCP),46,0,1,Functional,,2026-04-20 03:47:34.230963+00:00
7354,305220,2026-01821,Batch 23,2024,DepEd (DCP),46,0,1,Functional,,2026-04-21 09:21:32.389870+00:00
7033,302637,2026-30796,Batch 36,2018,DepEd (DCP),2,0,0,Functional,"1 Printer, 44 Keyboard and Mouse, 42 Headphones, 2 Host PC, 44 Monitors, 14 Extension 6 Gang, 2 UPS, 7 Networking Peripherals, 2 Tripod Projector Screen and Mounting Bracket, 1 Multimedia Speaker, 7 AVR, 42 Virtualization Devices, 4 Networking Switch",2026-04-20 08:03:49.383258+00:00
7034,302637,2026-30796,Batch 2023-03: Laptop for Teaching,2024,DepEd (DCP),5,0,0,Functional,,2026-04-20 08:03:49.389832+00:00
7035,302637,2026-30796,Laptop for Teaching (1 Package),2025,DepEd (DCP),5,0,0,Functional,,2026-04-20 08:03:49.395934+00:00
7100,303474,2026-38659,2023-1,2023,DepEd (DCP),46,0,1,Functional,"Router, external hard drive and flask drive",2026-04-20 11:00:23.208653+00:00
7355,305220,2026-01821,Batch 24,2024,DepEd (DCP),46,0,1,Functional,,2026-04-21 09:21:32.396935+00:00
7578,109594,2026-19535,Batch 44,2020,DepEd (DCP),1,50,1,Functional,,2026-04-24 12:06:27.914488+00:00
7605,124214,2026-38494,Batch 2019-01,2020,DepEd (DCP),1,50,1,Functional,,2026-04-27 02:36:53.959606+00:00
7422,305747,2026-03680,Batch 20,2024,DepEd (DCP),51,30,1,Functional,,2026-04-22 06:11:01.623844+00:00
4465,302458,2026-28634,batch 2022,2022,DepEd (DCP),46,0,1,Functional,,2026-04-14 05:18:55.072540+00:00
4466,301949,2026-24131,36,2018,DepEd (DCP),1,42,0,Non-Functional,,2026-04-14 05:19:15.168047+00:00
5244,305461,2026-07546,BATCH-2024-03,2024,DepEd (DCP),5,0,0,Functional,"ADAPTER, HEADSET, MOUSE",2026-04-15 02:42:17.660999+00:00
4468,311008,2026-28878,BATCH 2018-01,2019,DepEd (DCP),1,50,0,Functional,"50 UNITS of 2-in-1 Tablets are unserviceable due to a swollen battery, preventing the unit from powering on. Prior to becoming fully non-functional, the unit exhibited persistent system lagging and degraded performance. Recommended for condemnation/disposal following safety guidelines for devices with swollen batteries. Subject for disposal",2026-04-14 05:19:27.986739+00:00
4469,311008,2026-28878,BATCH 41,2018,DepEd (DCP),1,50,2,Functional,"50 units of 2-in-1 Tablet PC are unserviceable due to a swollen battery, preventing the unit from powering on. Prior to becoming fully non-functional, the unit exhibited persistent system lagging and degraded performance. Recommended for condemnation/disposal following safety guidelines for devices with swollen batteries. Subject for disposal.",2026-04-14 05:19:27.993920+00:00
4471,300592,2026-11989,Batch,2022,DepEd (DCP),2,0,3,Functional,,2026-04-14 05:20:10.893490+00:00
4472,300592,2026-11989,44,2019,DepEd (DCP),2,38,3,Functional,,2026-04-14 05:20:10.901115+00:00
5443,303356,2026-35701,eLearning Cart Package,2022,DepEd (DCP),46,41,0,Functional,USB & Wireless Router,2026-04-15 05:22:59.326711+00:00
5444,303356,2026-35701,eLearning Cart Package,2023,DepEd (DCP),51,0,0,Functional,Smart Tv & Wireless Router,2026-04-15 05:22:59.332089+00:00
5445,303356,2026-35701,E-Textbooks,2018,DepEd (DCP),1,0,0,Functional,Charger & Desktop Led Monitor,2026-04-15 05:22:59.345687+00:00
4470,303921,2026-22724,Batch 1,2025,DepEd (DCP),0,18,0,Functional,,2026-04-14 05:20:08.695406+00:00
5446,303356,2026-35701,JHS/SHS ICT Package,2018,DepEd (DCP),1,0,0,Functional,"Desktop Led Monitor, Printer, Projector, Speaker",2026-04-15 05:22:59.351173+00:00
7234,308016,2026-18383,batch 2022-01 ,2024,DepEd (DCP),56,0,0,Functional,,2026-04-21 02:42:36.010437+00:00
7353,132735,2026-03724,BATCH 7,2012,DepEd (DCP),0,0,0,Non-Functional,Others are broken due to the use of life expectancy,2026-04-21 09:14:00.062633+00:00
7423,305479,2026-02866,Last Mile Receipient ,2024,DepEd (DCP),46,0,4,Functional,,2026-04-22 06:11:42.250721+00:00
7495,308021,2026-18364,E-textbooks,2021,DepEd (DCP),1,50,0,Non-Functional,Only 7 units of tablets are functional,2026-04-23 06:56:49.315896+00:00
7579,500561,2026-16231,DCP Batch 41,2017,DepEd (DCP),0,50,0,Functional,Non Functional 3 missing,2026-04-24 13:13:58.085085+00:00
7580,500561,2026-16231,DCP Batch 2024,2024,DepEd (DCP),46,0,0,Functional,All are Functional with charging station,2026-04-24 13:13:58.092454+00:00
5804,309767,2026-24775,Batch 2023,2024,DepEd (DCP),46,0,0,Functional,,2026-04-15 11:57:23.425619+00:00
5890,301877,2026-23107,2024-01,2024,DepEd (DCP),46,0,1,Functional,"Routers, headphones, flashdrive, external hard drive, charging cart",2026-04-16 00:24:40.759842+00:00
6004,304094,2026-40607,E cart,2023,DepEd (DCP),46,0,1,Functional,,2026-04-16 03:43:22.867450+00:00
6008,302544,2026-29259,E Learning Packages,2023,DepEd (DCP),44,0,0,Functional,"LED TV, Router",2026-04-16 03:47:33.837380+00:00
2033,305985,2026-25391,DCP 2022 E- Classroom Package,2022,DepEd (DCP),46,0,1,Functional,,2026-04-10 05:57:53.351147+00:00
7581,500561,2026-16231,2019 tablets,2019,LGU / SEF,0,20,0,Non-Functional,10 were reported robbed and another 10 were non functional,2026-04-24 13:13:58.098081+00:00
6109,300877,2026-14761,BATCH 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Mouse, earphones, hard drive, bag, bags",2026-04-16 06:30:50.348243+00:00
7606,313904,2026-38524,BATCH 2023-01 ,2023,DepEd (DCP),46,0,1,Functional,2 ROUTER AND 2 CHARGING CART,2026-04-27 03:38:49.396028+00:00
6111,302946,2026-32148,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Router, flash drive",2026-04-16 06:31:00.430061+00:00
6204,502393,2026-13310,Batch 2024-01,2024,DepEd (DCP),46,0,1,Functional,"Wireless Router, Charging Cart, External Hard Drive, ",2026-04-16 08:52:34.836728+00:00
6302,304574,2026-45098,BATCH 2019-02:JHS/SHS ICT PACKAGE,2020,DepEd (DCP),50,0,1,Functional,15 laptop functional/35 unserviceable,2026-04-17 02:46:26.777649+00:00
6303,304574,2026-45098,BATCH 2023-OI:E-LEARNING CART PACKCAGE,2024,DepEd (DCP),46,0,1,Functional,WITH WIRELESS ROUTER/EXTERNAL HARDRIVE-ADATA,2026-04-17 02:46:26.783382+00:00
6694,501452,2026-18309,Batch (E-LEARNING CART PACKAGE),2024,DepEd (DCP),46,0,1,Functional,"Adata External Hard Drive, Wireless Mouse, Coby Headset, Router",2026-04-20 01:31:24.021972+00:00
6104,308109,2026-19251,BATCH 2024 E-LEARNING CART PACKAGE,2024,DepEd (DCP),46,0,1,Functional,"46 HEADSET
46 USB MOUSE
1 EXTERNAL HARD DRIVE",2026-04-16 06:21:22.624974+00:00
6385,305454,2026-06819,Bacth 36 ,2024,DepEd (DCP),46,0,0,Functional,,2026-04-17 05:27:25.674242+00:00
6462,102887,2026-11027,20,2018,DepEd (DCP),0,50,0,Functional,Some are not functioning,2026-04-17 10:18:08.383199+00:00
6527,302312,2026-27070,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-18 02:14:59.081960+00:00
6584,127582,2026-40346,Batch 2019,2019,DepEd (DCP),1,50,1,Non-Functional,all item - Not Functional ,2026-04-19 00:04:19.998465+00:00
6644,302390,2026-28151,BATCH 2019,2019,DepEd (DCP),1,50,0,Functional,"From 50 tablets 15 are functional, 2 charging",2026-04-19 12:36:57.401076+00:00
6645,302390,2026-28151,Batch 2024,2024,DepEd (DCP),46,0,1,Functional,"Smart TV is broken, 3 laptops aren't functional, 2 charging carts",2026-04-19 12:36:57.408152+00:00
6709,501791,2026-26837,Batch 42,2024,DepEd (DCP),46,0,1,Functional,n/a,2026-04-20 01:58:41.032247+00:00
6710,501791,2026-26837,Batch 44,2025,DepEd (DCP),0,30,0,Functional,,2026-04-20 01:58:41.038433+00:00
6751,305609,2026-06806,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-20 02:44:02.745546+00:00
6106,310810,2026-28066,2022-01,2022,DepEd (DCP),46,0,1,Functional,,2026-04-16 06:26:10.588721+00:00
6829,132797,2026-03793,BATCH 40,2021,DepEd (DCP),5,0,0,Functional,,2026-04-20 03:47:59.854547+00:00
6830,999049,999049,DCP-2024,2025,DepEd (DCP),0,0,5,Functional,,2026-04-20 03:48:08.531582+00:00
6895,312911,2026-34470,36,2019,DepEd (DCP),4,0,0,Functional,Projector and Router but not functional already,2026-04-20 05:00:19.703567+00:00
6897,302318,2026-26878,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,16 laptops are malfunctioning/broken.,2026-04-20 05:03:58.090881+00:00
6982,303018,2026-32544,DCP FY2022 eLC,2024,DepEd (DCP),46,0,0,Functional,"2 routers, 1 hard drive, 1 usb",2026-04-20 06:49:47.717093+00:00
7038,501017,2026-41049,batch2023- 01 coby and Acer batch 2022-01,2023,DepEd (DCP),92,0,2,Functional,"with headphones, adapter, and mouse",2026-04-20 08:05:55.457395+00:00
7046,500329,2026-07124,eCart Package,2024,DepEd (DCP),46,0,1,Functional,,2026-04-20 08:26:32.353558+00:00
7103,300707,2026-13347,Batch 22-01,2024,DepEd (DCP),46,0,1,Functional,"46 pcs mouse, 46 pcs laptop bag, 46 pcs headphones, 2 pcs wifi router, 2 units charging cart and 1 pc external drive",2026-04-20 11:11:40.067797+00:00
7105,300503,2026-11455,batch 22 elc,2022,DepEd (DCP),46,0,1,Functional,routers,2026-04-20 11:13:42.276714+00:00
5245,305461,2026-07546,BATCH -2024-01,2024,DepEd (DCP),46,0,1,Functional,"ROUTERS, ADAPTERS, HEADSET, MOUSE, HARD DRIVE, FLASHDRIVE, CHARGING CART",2026-04-15 02:42:17.666553+00:00
4475,500438,2026-07607,Batch 2019-01: G4-6 ICT Package - Lot 4,2020,DepEd (DCP),51,0,1,Functional,"1 TP-Link Router, 1 Brother DCP-T510W Printer",2026-04-14 05:21:56.859112+00:00
4476,500438,2026-07607,Batch 2023-01: eLearning Cart Package & Batch 2023-02: Smart TV Package,2024,DepEd (DCP),46,0,1,Functional,"2 TP-Link Routers, 1 5TB External HDD",2026-04-14 05:21:56.865803+00:00
4477,500438,2026-07607,Batch 2024-01: eLearning Cart Package,2024,DepEd (DCP),46,0,1,Functional,"2 TP-Link Routers, 1 5TB External HDD",2026-04-14 05:21:56.871855+00:00
4478,116473,2026-29104,batch 24,2015,DepEd (DCP),1,0,0,Non-Functional,,2026-04-14 05:24:38.398757+00:00
5246,305461,2026-07546,DIGITECH ,2025,LGU / SEF,40,50,18,Functional,"HEADSETS, ADAPTERS, CHARGING CARTS, MOUSE, ROUTERS",2026-04-15 02:42:17.671870+00:00
4481,304018,2026-39911,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,"Routers, mouse and headphones ",2026-04-14 05:25:08.898102+00:00
4482,304018,2026-39911,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Routers, Hard drive",2026-04-14 05:25:08.904921+00:00
4483,202002,2026-40912,Haier Laptop,2024,DepEd (DCP),5,0,0,Functional,,2026-04-14 05:25:45.852564+00:00
4484,202002,2026-40912,XITRIX ,2025,DepEd (DCP),0,0,5,Functional,,2026-04-14 05:25:45.858654+00:00
4485,202002,2026-40912,Coby Laptop,2025,DepEd (DCP),2,0,0,Functional,,2026-04-14 05:25:45.870208+00:00
4486,202002,2026-40912,"50"" Samsung TV and Laptop",2021,Other,1,0,1,Functional,,2026-04-14 05:25:45.880036+00:00
4487,202002,2026-40912,HKC Google TV 65,2025,Other,0,0,2,Functional,,2026-04-14 05:25:45.886462+00:00
4501,304520,2026-44601,Batch 2024-01:eLearning Cart Package,2024,DepEd (DCP),46,0,0,Functional,"Routers, Hard Drive",2026-04-14 05:29:01.367713+00:00
4474,300412,2026-05236,DCP 2022,2024,DepEd (DCP),46,0,1,Functional,"routers, flash drive, hard drive",2026-04-14 05:21:21.887703+00:00
7356,500051,2026-07231,LOT 3 IT PACKAGE,2019,Other,1,50,1,Functional,,2026-04-21 09:34:00.643388+00:00
5471,303669,2026-38564,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Routers, Headphones, Mouse, Charging Carts",2026-04-15 05:52:30.650497+00:00
5472,303669,2026-38564,Batch 1,2024,DepEd (DCP),46,0,1,Functional,"Routers, Headphones, Mouse, Charging Carts",2026-04-15 05:52:30.657407+00:00
7235,310605,2026-27010,eLC 2024,2024,DepEd (DCP),46,0,1,Functional,,2026-04-21 02:52:49.968539+00:00
7236,310605,2026-27010,DCP 2020,2021,DepEd (DCP),1,0,1,Non-Functional,With Lapel but all items re not functional,2026-04-21 02:52:49.975803+00:00
7496,132741,2026-03936,2021,2021,DepEd (DCP),0,7,0,Non-Functional,,2026-04-23 07:15:24.703965+00:00
5615,302359,2026-27440,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"TP-LINK Archer AX12, Silicon Power Armor",2026-04-15 07:40:34.247953+00:00
7497,132741,2026-03936,2022,2022,DepEd (DCP),0,3,0,Functional,,2026-04-23 07:15:24.710508+00:00
5787,501469,2026-28543,Batch 22-01,2024,DepEd (DCP),46,0,1,Functional,"Routers, External hard drive, charging cart, flash drive, TP Link Archer, Silicon power Armor A60",2026-04-15 11:32:04.263924+00:00
7498,132741,2026-03936,2018,2018,DepEd (DCP),1,0,0,Non-Functional,,2026-04-23 07:15:24.720383+00:00
7499,132741,2026-03936,2025,2025,DepEd (DCP),0,0,5,Functional,,2026-04-23 07:15:24.726453+00:00
7500,301757,2026-06447,2024,2024,DepEd (DCP),92,5,5,Non-Functional,,2026-04-23 08:03:36.223136+00:00
5452,158538,2026-13525,Batch 2019-01,2019,DepEd (DCP),1,50,1,Non-Functional,"brother t-510W ,  TP Link, wireless router, Viewtech V-Cart",2026-04-15 05:28:34.207589+00:00
5805,501483,2026-28654,eLearning Cart Package,2022,DepEd (DCP),46,0,1,Functional,,2026-04-15 11:58:33.153784+00:00
5906,300312,2026-24245,DCP Package 2024,2024,DepEd (DCP),45,0,1,Non-Functional,,2026-04-16 00:45:02.359622+00:00
7607,313904,2026-38524,BATCH 2023 -03 LAPTOP TEACHING PACKAGE,2023,DepEd (DCP),5,0,0,Functional,,2026-04-27 03:38:49.403558+00:00
6019,303974,2026-39282,Batch 2022-eLC,2024,DepEd (DCP),42,0,1,Functional,"USB drive , mouse, headset external drive HDD",2026-04-16 04:05:16.089567+00:00
6033,306095,2026-02379,DCP BATCH 2022-01,2024,DepEd (DCP),46,0,5,Functional,,2026-04-16 04:26:13.369374+00:00
6107,501115,2026-00670,Batch 2022-01,2024,DepEd (DCP),46,0,0,Functional,,2026-04-16 06:29:29.777209+00:00
6153,303672,2026-20586,Batch 2023-03,2024,DepEd (DCP),5,0,0,Functional,,2026-04-16 07:21:15.415466+00:00
6205,300460,2026-10752,Batch 1,2024,DepEd (DCP),46,0,1,Functional,"Router TP-Link Archer AX12
Storage Cart
External Hard Drive
Flash Drive",2026-04-16 08:55:12.815750+00:00
6208,136727,2026-07317,2022-01,2025,DepEd (DCP),5,0,5,Functional,5 External Hard Drive,2026-04-16 09:02:28.725651+00:00
6304,300433,2026-11321,2019,2021,DepEd (DCP),1,50,0,Functional,,2026-04-17 02:51:33.373916+00:00
6305,300433,2026-11321,2023,2024,DepEd (DCP),46,0,1,Functional,,2026-04-17 02:51:33.381472+00:00
6381,315504,2026-40935,Batch 2023,2023,DepEd (DCP),80,0,2,Functional,"Routers, headphones",2026-04-17 05:13:49.842509+00:00
6466,300735,2026-13789, (1 LOT ) DCP 2020- BATCH 2019-03 E-TEXTBOOKS,2020,DepEd (DCP),1,50,0,Functional,"TP LINK ARCHER C9 AC1900 WIRELESS ROUTER
VIEWTECH V-CART-PDU26 CHARGING CART
""DVD RECORDABLE DISC ( FOR RECOVERY 6 PCS/SET) WITH CD POCKET
SOFT COPY OF TRAINING IN DVD""
",2026-04-17 10:49:55.879979+00:00
6467,300735,2026-13789,(1 LOT )  DCP BATCH 2022-01 - ELEARNING CART PACKAGE,2024,DepEd (DCP),46,0,1,Functional,"USB RECOVERY FLASH DRIVE
XITRIX XPN-DSA5850 58 INCH SMART TV 3.0 USB W/ ACCESSORIES
BASIC FULL MOTION TV MOUNT
5 MEER HDMI CABLE
MEDIA PLAYER/PORTABLE STORAGE MOUNTING KIT (SMALL)
TP-LINK ARCHER AX12 AX1500 WIFI 6 ROUTER
TNE LT-CART-24AC-1 CHARGING CART
SEAGATE LACIE MINI 5TB STJJ5000400 EXTERNAL DRIVE
",2026-04-17 10:49:55.886704+00:00
4488,302787,2026-30651,Batch  2022,2024,DepEd (DCP),46,0,1,Functional,,2026-04-14 05:26:39.497597+00:00
5247,501806,2026-29222,Batch 2023-01,2024,DepEd (DCP),46,0,5,Functional,,2026-04-15 02:44:50.461512+00:00
5453,305219,2026-01820,Batch 2022,2024,DepEd (DCP),46,0,1,Functional,,2026-04-15 05:29:22.279503+00:00
5616,136452,2026-06883,DCP Package FY 2024,2024,DepEd (DCP),46,0,1,Functional,"TP LINK ARCHER  AX12 AX1500
CHARGING CART - TNE LT-CART-24AC1
SILICON POWER 5TB HDD",2026-04-15 07:41:47.284452+00:00
5653,111153,2026-05990,Batch 40,2025,Other,10,7,7,Functional,,2026-04-15 08:13:29.925665+00:00
5654,111153,2026-05990,batch ,2023,Private Donor / NGO,7,7,7,Functional,,2026-04-15 08:13:29.931637+00:00
5786,303492,2026-36243,DCP Batch eLC2022 (eLearning Cart Package),2024,DepEd (DCP),46,0,1,Functional,"Router, External Hard Drive, Storage cart",2026-04-15 11:32:02.989868+00:00
5892,500891,2026-38539,DCP2023,2024,DepEd (DCP),46,0,1,Functional,"2 WIRELESS ROUTER, 1 EXTERNAL HARD DRIVE",2026-04-16 00:33:39.143548+00:00
6014,302526,2026-28766,e-cart,2022,DepEd (DCP),46,0,1,Functional,"2 Modem, 2 Charging Cart, 1 External Hard",2026-04-16 03:54:29.466732+00:00
