school_id,ict_desktops_func,ict_desktops_teaching,ict_desktops_total,ict_desktops_working,ict_laptops_func,ict_laptops_teaching,ict_laptops_total,ict_laptops_working,ict_printers_cond,ict_printers_func,ict_printers_total,ict_projectors_cond,ict_projectors_func,ict_projectors_total,ict_smart_tvs_cond,ict_smart_tvs_func,ict_smart_tvs_total,ict_tablets_func,ict_tablets_teaching,ict_tablets_total,ict_tablets_working,util_confirm_no_grid,util_confirm_no_grid_text,util_confirm_no_wired,util_confirm_no_wired_text,util_has_solar_or_gen,util_utility_electricity,util_utility_internet_funder,util_utility_internet_type,util_utility_internet_yesno
105226,0,0,0,0,,7,7,4,,9,9,,1,4,,0,0,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
111061,0,0,0,0,,2,2,2,,7,7,,0,0,,0,0,0,0,0,0,False,confirm ,False,confirm ,False,No electricity,,,False
106485,,0,1,1,,6,6,6,,4,4,,4,4,,9,9,,50,50,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
125749,0,0,0,0,,4,5,4,,11,11,,0,0,,9,10,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
121851,0,0,0,0,,10,11,11,,11,11,,0,0,,10,10,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
120353,0,0,0,0,,7,7,6,,7,8,,0,0,,5,5,0,0,0,0,False,,False,Confirm,False,Grid supply,,,False
129462,0,0,0,0,,11,14,14,,30,39,,0,0,,5,7,,1,3,2,False,,False,confirm,False,Grid supply,School MOOE,Satellite,True
301762,,0,1,0,,3,5,4,,24,33,,1,1,,15,17,0,0,0,0,False,,False,CONFIRM,True,Grid & Off-grid supply,School MOOE,Wireless (4G/5G/Radio),True
111707,0,0,0,0,,2,3,3,,8,8,,0,2,,6,7,0,0,0,0,False,,False,confirm,False,Grid supply,,,False
304886,0,0,0,0,,2,3,3,,12,14,,1,2,,1,2,,74,74,74,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
306929,0,0,0,0,,5,6,6,,7,7,,1,1,,11,11,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
119876,,20,20,20,,8,13,10,,15,20,,2,2,,40,45,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
135985,0,0,0,0,,4,6,6,,5,5,,0,0,,3,4,0,0,0,0,False,,False,Confirm,False,Grid supply,LGU/Barangay Funded,Satellite,True
124517,0,0,0,0,0,0,0,0,,0,5,,0,0,,6,6,0,0,0,0,False,,False,confirm,False,Grid supply,,,False
303331,,0,8,8,,75,75,66,,10,10,,0,0,,20,20,,30,30,30,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
103348,0,0,0,0,,4,5,5,,10,10,,0,0,,1,1,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
305485,0,0,0,0,,13,13,12,,8,11,,0,0,,4,4,,192,192,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
117783,0,0,0,0,,25,26,23,,27,30,,1,1,,20,22,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
106191,,4,7,7,,8,9,9,,10,10,,1,1,,23,23,,10,10,10,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
112265,,12,12,0,,6,10,7,,5,12,,2,2,,6,10,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
502041,0,0,0,0,,14,16,16,,15,16,,1,1,,8,8,0,0,0,0,False,,False,Confirm ,False,Grid supply,School MOOE,Wireless (4G/5G/Radio),True
121651,0,0,0,0,,4,5,5,,5,5,,0,0,,4,4,0,0,0,0,False,,False,confirm,False,Grid supply,School MOOE,Wireless (4G/5G/Radio),True
135808,0,0,0,0,,7,10,7,,6,10,,0,0,,2,2,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
119067,0,0,0,0,,4,5,5,,10,12,,2,2,,6,6,,1,1,1,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
125943,0,0,0,0,,8,12,10,,5,9,,1,1,,10,11,0,0,0,0,False,,False,Confirm,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
107115,0,0,0,0,,9,12,9,,18,18,,1,1,,15,16,,114,114,81,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
100589,0,0,0,0,,3,4,4,,4,4,,0,0,,4,4,0,0,0,0,False,,False,confirm,False,Grid supply,DepEd Funded (DCP),Satellite,True
129089,0,0,0,0,,3,3,3,,1,1,,0,0,,3,3,,50,50,30,False,,False,Confirm,False,Grid supply,School MOOE,Wireless (4G/5G/Radio),True
304844,0,0,0,0,,18,30,21,,10,10,,0,1,,2,2,,0,60,30,False,,False,confirm,False,Grid supply,School MOOE,Satellite,True
135151,0,0,0,0,,6,8,7,,7,7,,0,0,,5,5,0,0,0,0,False,,False,confirm,False,Grid supply,DepEd Funded (DCP),Satellite,True
111991,0,0,0,0,,1,2,1,,5,6,,0,3,,8,9,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
180516,0,0,0,0,,8,10,10,,24,24,,3,3,,10,10,,5,5,5,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
300468,0,0,0,0,,20,94,90,,6,10,,0,0,,18,18,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
120273,,0,10,0,,5,6,5,,10,12,,1,2,,7,7,0,0,0,0,False,,False,CONFIRM,False,Grid supply,,,False
125855,0,0,0,0,,6,6,3,,8,10,,0,0,,5,5,0,0,0,0,False,,False,confirm,False,Grid supply,DepEd Funded (DCP),Satellite,True
501364,0,0,0,0,,11,13,12,,13,13,,0,1,,12,15,0,0,0,0,False,,False,CONFIRM,False,Grid supply,School MOOE,Satellite,True
118394,0,0,0,0,,2,5,4,,6,8,,0,0,,15,15,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
107882,,0,4,3,,21,25,25,,6,13,,1,1,,12,16,,0,1,1,False,,False,,True,Grid & Off-grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
122464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115926,0,0,0,0,,8,8,8,,9,10,,0,0,,9,13,0,0,0,0,False,,False,CONFIRM,False,Grid supply,School MOOE,Satellite,True
113659,0,0,0,0,,6,7,7,,8,10,,0,1,,5,8,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
301221,,0,6,3,,20,20,19,,40,50,,0,2,,40,50,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
207518,0,0,0,0,0,0,0,0,,5,6,,0,0,,5,5,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
104311,,0,1,1,,1,4,2,,4,6,,1,1,,1,1,,7,7,2,False,,False,Confirm ,False,Grid supply,DepEd Funded (DCP),Satellite,True
100586,0,0,0,0,,2,3,3,,5,7,,0,0,,6,6,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
312320,,0,1,1,,2,3,3,,3,3,,0,0,,5,5,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
113444,0,0,0,0,,5,5,5,,2,2,,0,0,,1,1,0,0,0,0,False,Confirm,False,Confirm,True,Off-grid supply,,,False
111121,0,0,0,0,,2,2,2,,3,3,,0,0,,3,3,,3,3,3,False,CONFIRM,False,CONFIRM,True,Off-grid supply,,,False
118108,,0,1,1,,4,5,5,,0,0,,0,0,,0,0,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
105249,,6,6,0,,5,5,2,,8,11,,2,2,,5,5,0,0,0,0,False,,False,,False,Grid supply,Teachers' Personal Expense,Wired (Fiber/DSL/Cable),True
170028,0,0,0,0,,7,7,4,,3,7,,0,0,,7,7,0,0,0,0,False,,False,confirm,False,Grid supply,,,False
170571,0,0,0,0,,4,5,5,,5,6,,2,2,,8,8,0,0,0,0,False,,False,confirm,False,Grid supply,,,False
137303,0,0,0,0,0,0,0,0,,4,4,,0,0,,4,4,0,0,0,0,False,confirm,False,confirm,False,No electricity,School MOOE,Wired (Fiber/DSL/Cable),True
503067,0,0,0,0,0,0,0,0,,1,1,,0,0,,0,0,0,0,0,0,False,,False,confirm,False,Grid supply,,,False
112206,0,0,0,0,,4,4,4,,23,23,,0,0,,3,3,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
122383,0,0,0,0,,1,1,1,,2,2,,1,1,,1,1,0,0,0,0,False,,False,CONFIRM,False,Grid supply,DepEd Funded (DCP),Satellite,True
135842,0,0,0,0,,5,5,5,,8,8,,1,1,,5,5,0,0,0,0,False,,False,Confirm,False,Grid supply,School MOOE,Satellite,True
132699,0,0,0,0,,4,4,4,,3,3,,0,0,,2,2,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
301484,,165,170,158,,145,149,148,,19,19,,2,2,,11,13,,107,1474,1156,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
129307,,0,1,1,,5,6,6,,10,10,,1,1,,8,8,,0,1,1,False,,False,,False,Grid supply,DepEd Funded (DCP),Wired (Fiber/DSL/Cable),True
137271,0,0,0,0,0,0,0,0,,6,6,,0,0,,5,5,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
116477,,0,1,1,,5,6,6,,39,39,,2,2,,22,22,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
501878,0,0,0,0,,41,42,42,,12,15,,0,0,,2,13,,28,28,25,False,,False,confirm,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
110797,0,0,0,0,,3,3,3,,7,7,,1,1,,0,0,0,0,0,0,False,CONFIRM,False,CONFIRM,False,No electricity,,,False
126164,0,0,0,0,,2,5,5,,3,3,,2,2,,26,26,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
306901,,0,8,7,,0,11,6,,15,20,,2,2,,38,38,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
123149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114605,0,0,0,0,,4,4,4,,11,11,,2,2,,10,10,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
119015,0,0,0,0,,1,1,1,,9,9,,0,0,,7,7,0,0,0,0,False,,False,confirm,False,Grid supply,,,False
180506,,1,1,1,,5,5,5,,7,7,,0,0,,7,7,0,0,0,0,False,,False,Confirm,False,Grid supply,,,False
128876,,12,12,0,,4,5,4,,6,9,,1,1,,6,6,0,0,0,0,False,,False,,False,Grid supply,DepEd Funded (DCP),Wired (Fiber/DSL/Cable),True
114159,0,0,0,0,,1,1,1,,4,4,,0,0,,0,0,0,0,0,0,False,,False,confirm ,False,Grid supply,,,False
122247,0,0,0,0,,4,4,3,,7,7,,0,0,,6,6,,4,4,3,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
307719,0,0,0,0,,20,24,24,,7,7,,1,1,,15,15,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
110352,0,0,0,0,,4,5,5,,5,8,,1,1,,6,8,0,0,0,0,False,,False,Confirm,True,Grid & Off-grid supply,DepEd Funded (DCP),Satellite,True
123161,0,0,0,0,,1,1,1,,8,8,,0,0,,8,8,0,0,0,0,False,,False,confirm,False,Grid supply,,,False
109222,,5,12,0,,5,7,4,,6,7,,0,1,,5,5,0,0,0,0,False,,False,CONFIRM,False,Grid supply,DepEd Funded (DCP),Satellite,True
129109,,6,6,0,,6,7,5,,9,10,,0,3,,3,5,,2,2,0,False,,False,Confirm,False,Grid supply,,,False
101128,0,0,0,0,,0,1,1,,15,15,,0,0,,5,5,,22,22,10,False,,False,confirm,False,Grid supply,DepEd Funded (DCP),Satellite,True
306160,0,0,0,0,,0,46,46,,12,12,,0,0,,1,1,,0,50,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
105701,0,1,1,0,0,0,2,2,,9,10,,0,1,,9,10,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
190005,0,0,0,0,,4,7,6,,5,7,,1,3,,1,1,,0,1,1,False,,False,Confirm,False,Grid supply,DepEd Funded (DCP),Satellite,True
108790,0,0,0,0,,0,4,4,,4,4,,1,1,,7,7,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
123987,0,0,0,0,,3,5,5,,4,4,,0,0,,3,3,0,0,0,0,False,,False,confirm,False,Grid supply,,,False
136350,0,0,0,0,,3,4,4,,3,4,,1,1,,1,1,,7,7,7,False,,False,Confirm ,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
102710,0,0,0,0,,3,6,5,,10,12,,0,0,,4,4,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
115427,0,0,0,0,,6,8,8,,9,9,,0,0,,9,9,0,0,0,0,False,,False,Confirm,False,Grid supply,,,False
123763,0,0,0,0,,1,1,1,,1,2,,0,0,,1,1,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
500409,0,0,0,0,,57,57,57,,24,25,,0,0,,2,2,,86,86,86,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
361016,,0,52,52,,24,24,23,,31,31,,1,1,,20,20,,0,50,49,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
135013,,6,6,3,,4,5,5,,1,5,,0,1,,8,8,,1,2,1,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
120633,0,0,0,0,,1,2,1,,9,13,,2,2,,8,8,,0,50,0,False,,False,Confirm,False,Grid supply,,,False
132709,0,0,0,0,,12,14,3,,0,15,,1,1,,10,13,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
119622,0,0,0,0,,4,6,4,,8,8,,0,0,,1,1,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
302692,0,0,0,0,0,0,0,0,,8,12,,1,1,,0,0,0,0,0,0,False,,False,CONFIRM,False,Grid supply,School MOOE,Wireless (4G/5G/Radio),True
313901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113816,0,0,0,0,,9,11,11,,11,21,,0,0,,10,11,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
300467,0,0,0,0,0,0,0,0,,0,0,,0,0,,4,5,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
190008,0,0,0,0,,3,5,5,,5,6,,1,1,,2,2,,0,1,1,False,,False,Confirm,False,Grid supply,DepEd Funded (DCP),Satellite,True
124269,0,0,0,0,,4,5,5,,6,6,,0,0,,5,5,0,0,0,0,False,,False,CONFIRM,False,Grid supply,LGU/Barangay Funded,Satellite,True
303582,0,0,0,0,0,0,0,0,,4,8,,0,2,,0,0,0,0,0,0,False,CONFIRM ,False,CONFIRM ,True,Grid & Off-grid supply,,,False
502216,,0,1,0,,7,8,4,,8,12,,0,0,,2,3,0,0,0,0,False,,False,Confirm,False,Grid supply,School MOOE,Satellite,True
301641,0,0,0,0,,11,13,11,,10,16,,0,0,,4,4,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
112067,,0,1,1,,7,8,6,,6,8,,0,2,,2,2,,6,7,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
108315,0,0,0,0,,5,9,7,,21,34,,0,0,,12,13,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
300937,,44,50,50,,4,8,8,,11,11,,3,3,,24,24,0,0,0,0,False,,False,CONFIRM,False,Grid supply,School MOOE,Satellite,True
100168,0,0,0,0,,8,10,6,,6,11,,0,2,,5,8,0,5,5,0,False,,False,confirm,False,Grid supply,DepEd Funded (DCP),Satellite,True
128394,0,0,0,0,,0,1,1,,5,6,,0,0,,4,5,,7,7,0,False,Confirm,False,Confirm,False,No electricity,,,False
105360,0,0,0,0,,7,8,8,,6,6,,1,1,,15,15,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
118040,0,0,0,0,,5,5,2,,6,6,,0,0,,8,8,0,0,0,0,False,,False,CONFIRM,False,Grid supply,School MOOE,Wireless (4G/5G/Radio),True
103720,,0,1,0,,7,8,5,,9,9,,0,0,,6,8,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
101096,0,0,0,0,,8,9,8,,35,40,,0,0,,24,25,,25,25,18,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
121774,0,0,0,0,,5,5,5,,6,6,,0,0,,0,0,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
192015,0,0,0,0,,1,2,2,,6,10,,0,0,,3,3,,5,5,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
309502,0,0,0,0,,1,5,2,,4,5,,0,0,,1,1,,50,50,20,False,,False,CONFIRM,False,Grid supply,School MOOE,Satellite,True
104520,0,0,0,0,,5,5,5,,26,26,,1,1,,4,4,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
502291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302645,,8,11,11,,49,49,49,,40,50,,1,1,,25,31,,0,15,15,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
500202,0,0,0,0,,0,1,1,,14,14,,0,0,,1,1,0,0,0,0,False,Confirm,False,Confirm,True,Off-grid supply,DepEd Funded (DCP),Satellite,True
104409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301756,,0,3,2,,39,46,15,,6,10,,0,0,,3,3,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
305818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103074,0,0,0,0,,6,6,6,,10,10,,0,0,,7,9,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
113371,0,0,0,0,,3,4,4,,0,1,,0,0,,2,2,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
113031,,0,1,1,,4,4,4,,10,10,,1,1,,15,15,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
126311,0,0,0,0,,1,1,1,,5,5,,0,0,,5,5,0,0,0,0,False,,False,Confirm,False,Grid supply,DepEd Funded (DCP),Satellite,True
121874,0,0,0,0,,7,8,8,,10,10,,0,0,,8,8,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
301720,0,0,0,0,,12,46,44,,7,7,,0,0,,5,5,0,0,0,0,False,Confirm,False,Confirm,True,Off-grid supply,School MOOE,Satellite,True
113478,0,0,0,0,,5,6,5,,9,10,,0,0,,11,11,0,0,0,0,False,,False,Confirm,False,Grid supply,,,False
315102,0,0,0,0,,10,10,10,,0,0,,0,0,,10,10,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
305306,,20,20,20,,46,46,46,,8,8,,4,4,,70,70,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
116713,0,0,0,0,,4,4,3,,4,4,,0,0,,5,5,0,0,0,0,False,,False,confirm,False,Grid supply,DepEd Funded (DCP),Satellite,True
210501,0,0,0,0,,1,1,1,,4,4,,0,0,,6,6,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
124386,0,0,0,0,,0,2,2,,12,12,,0,0,,9,9,,7,7,7,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
126233,0,0,1,1,,2,3,3,,13,13,,0,0,,3,3,,16,16,5,False,,False,Confirm,False,Grid supply,School MOOE,Satellite,True
110269,,8,10,2,,5,5,5,,7,18,,0,0,,5,5,,5,5,5,False,,False,confirm,False,Grid supply,School MOOE,Satellite,True
125798,0,0,0,0,,5,5,5,,4,5,,0,0,,5,5,0,0,0,0,False,,False,confirm,False,Grid supply,DepEd Funded (DCP),Satellite,True
500561,0,0,0,0,,43,46,43,,41,41,,2,2,,22,22,,30,30,10,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
302229,,30,30,5,,9,10,5,,1,5,,0,5,,2,5,,30,30,0,False,,False,CONFIRM,False,Grid supply,School MOOE,Satellite,True
130112,0,0,0,0,,5,5,5,,4,6,,0,0,,4,4,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
100745,0,0,0,0,,8,11,11,,4,5,,0,0,,0,0,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
132707,0,0,0,0,,18,21,19,,20,21,,1,1,,19,19,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
101349,0,0,0,0,,6,6,4,,6,9,,0,5,,0,1,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
111120,,3,3,3,,13,13,13,,31,37,,0,0,,9,10,,269,269,260,False,,False,confirm,False,Grid supply,Teachers' Personal Expense,Satellite,False
104523,0,0,0,0,0,0,0,0,,8,8,,1,1,,8,8,,7,10,7,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
128829,,1,1,1,,1,1,1,,13,17,,0,0,,5,6,,0,20,18,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
122814,0,0,0,0,,9,10,10,,7,10,,0,1,,15,20,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
120880,0,0,0,0,,7,8,8,,9,9,,0,1,,6,6,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
313515,,0,10,10,,20,50,40,,2,8,,0,0,,2,2,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
123138,0,0,0,0,,0,1,1,,8,10,,0,0,,4,5,0,0,0,0,False,,False,Confirm,False,Grid supply,School MOOE,Satellite,True
102062,0,0,0,0,,4,5,3,,9,9,,0,0,,9,9,0,0,0,0,False,,False,Confirm,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
121965,0,0,0,0,,5,5,5,,8,8,,0,0,,7,7,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
157515,,7,8,8,,6,8,6,,9,10,,1,1,,5,5,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
304572,,58,58,48,,45,48,48,,20,25,,1,1,,27,32,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
103248,,5,5,5,,6,6,6,,11,11,,0,0,,1,1,,4,4,4,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
115155,,1,1,1,,2,3,3,,7,7,,0,0,,6,7,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
102283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109752,0,0,0,0,,3,5,5,,2,2,,0,0,,1,1,0,0,0,0,False,,False,confirm,False,Grid supply,DepEd Funded (DCP),Satellite,True
307104,,0,1,1,,33,50,30,,11,11,,1,1,,6,6,,10,11,11,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
136603,,52,56,56,,41,46,45,,8,8,,1,1,,13,13,,130,210,205,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
999288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304486,0,0,0,0,,5,6,4,,5,7,,0,2,,4,6,0,0,0,0,False,,False,Confirm,False,Grid supply,LGU/Barangay Funded,Satellite,True
113592,0,0,0,0,,4,5,5,,10,10,,0,0,,3,3,0,0,0,0,False,,False,Confirm,False,Grid supply,School MOOE,Satellite,False
101090,0,0,0,0,,5,5,5,,5,5,,1,1,,0,0,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
502819,0,0,0,0,,16,18,14,,10,10,,0,0,,9,9,,5,5,0,False,,False,Confirm,True,Grid & Off-grid supply,DepEd Funded (DCP),Satellite,True
111253,0,0,0,0,0,0,0,0,,7,7,,1,2,,0,0,0,0,0,0,False,,False,Confirm,False,Grid supply,School MOOE,Satellite,True
103336,0,0,0,0,,6,7,6,,9,9,,0,0,,6,6,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
124360,0,0,0,0,,1,1,1,,5,8,,1,1,,6,6,0,0,0,0,False,Confirm ,False,Confirm ,False,Off-grid supply,,,False
109507,0,0,0,0,,10,12,0,,2,2,,1,1,,1,1,,7,7,0,False,confirm,False,confirm,True,Off-grid supply,,,False
124691,0,0,0,0,,2,3,3,,2,2,,0,0,,2,2,0,0,0,0,False,,False,Confirm,False,Grid supply,School MOOE,Satellite,True
105457,,6,6,0,,8,9,7,,9,9,,2,2,,3,3,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
117414,0,0,0,0,0,0,0,0,,8,8,,1,1,,4,4,,1,1,1,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
342361,0,0,0,0,,4,6,6,,7,7,,1,1,,14,14,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
306091,,63,63,63,,52,52,52,,47,47,,2,2,,5,5,,50,50,50,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
119941,,11,13,13,,8,11,11,,14,14,,4,4,,8,8,,1,1,1,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
117598,,1,5,2,,26,30,29,,32,43,,1,2,,30,33,,0,50,15,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
110846,0,0,0,0,,1,4,2,,10,15,,0,1,,0,3,0,0,0,0,False,,False,CONFIRM,True,Grid & Off-grid supply,Teachers' Personal Expense,Wireless (4G/5G/Radio),True
124172,0,0,0,0,,2,3,2,,14,14,,0,0,,8,8,,30,30,30,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
114671,0,0,0,0,,5,5,5,,3,5,,1,3,,5,5,0,0,0,0,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
300318,,0,15,15,,3,49,43,,6,8,,0,0,,12,12,,0,50,10,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
105162,,12,12,12,,11,12,6,,40,45,,0,1,,7,7,,50,50,16,False,,False,,False,Grid supply,School MOOE,Wired (Fiber/DSL/Cable),True
